# x	y_noisy
1.35416	1.06723
1.35730	0.88726
1.36045	1.01045
1.36359	1.02385
1.36673	1.05647
1.36987	0.92568
1.37301	0.97346
1.37616	1.16425
1.37930	1.12162
1.38244	0.96708
1.38558	1.01163
1.38872	0.92942
1.39186	1.00741
1.39501	1.08697
1.39815	1.11530
1.40129	0.84578
1.40443	1.06962
1.40757	0.92441
1.41072	1.08361
1.41386	0.99513
1.41700	1.03796
1.42014	1.01557
1.42328	1.00604
1.42643	0.89099
1.42957	1.09491
1.43271	1.00170
1.43585	1.03979
1.43899	0.91240
1.44214	0.98620
1.44528	0.94919
1.44842	0.90432
1.45156	1.05186
1.45470	0.94469
1.45784	0.90800
1.46099	0.98047
1.46413	0.96421
1.46727	1.00665
1.47041	0.89007
1.47355	1.08283
1.47670	1.00286
1.47984	0.96015
1.48298	0.92046
1.48612	1.08933
1.48926	0.96139
1.49241	1.09329
1.49555	1.07149
1.49869	1.00515
1.50183	0.87001
1.50497	1.00959
1.50812	1.08612
1.51126	1.09291
1.51440	0.90254
1.51754	0.92244
1.52068	0.92746
1.52382	1.01964
1.52697	1.00392
1.53011	1.09350
1.53325	0.92170
1.53639	1.07243
1.53953	0.96959
1.54268	1.04281
1.54582	1.07412
1.54896	1.00738
1.55210	0.98096
1.55524	1.03027
1.55839	1.12637
1.56153	0.88174
1.56467	1.08536
1.56781	1.05215
1.57095	1.08141
1.57410	1.03501
1.57724	1.17353
1.58038	0.97553
1.58352	0.91426
1.58666	0.87772
1.58980	1.06983
1.59295	0.93387
1.59609	1.06591
1.59923	1.03131
1.60237	0.84765
1.60551	0.94724
1.60866	1.16846
1.61180	1.09244
1.61494	1.02162
1.61808	0.94805
1.62122	0.92077
1.62437	0.87222
1.62751	0.94403
1.63065	1.03226
1.63379	1.00628
1.63693	1.03496
1.64008	1.10295
1.64322	1.06726
1.64636	0.98704
1.64950	1.05192
1.65264	0.86107
1.65578	1.00075
1.65893	0.97234
1.66207	0.86604
1.66521	1.01774
1.66835	1.06779
1.67149	1.01952
1.67464	1.03684
1.67778	1.07818
1.68092	1.02505
1.68406	0.96022
1.68720	0.98396
1.69035	0.99335
1.69349	0.96267
1.69663	0.96985
1.69977	1.12198
1.70291	0.97891
1.70606	0.88217
1.70920	0.98642
1.71234	0.99570
1.71548	0.97010
1.71862	0.92923
1.72176	0.92248
1.72491	1.00456
1.72805	0.94009
1.73119	0.92028
1.73433	0.97504
1.73747	0.93251
1.74062	0.98476
1.74376	1.06919
1.74690	0.97768
1.75004	1.13601
1.75318	1.03985
1.75633	1.07387
1.75947	1.05084
1.76261	1.00682
1.76575	1.00827
1.76889	0.91892
1.77204	0.89551
1.77518	1.16323
1.77832	1.10554
1.78146	0.81654
1.78460	1.03503
1.78774	1.07254
1.79089	1.03292
1.79403	0.95966
1.79717	0.93079
1.80031	0.93848
1.80345	1.00212
1.80660	1.01555
1.80974	0.91434
1.81288	1.04910
1.81602	1.01823
1.81916	0.97154
1.82231	0.93406
1.82545	0.87463
1.82859	0.81281
1.83173	1.06228
1.83487	0.92909
1.83802	0.96359
1.84116	1.05458
1.84430	0.98102
1.84744	0.93320
1.85058	0.82995
1.85373	1.05953
1.85687	0.91189
1.86001	0.92426
1.86315	1.07994
1.86629	0.95336
1.86943	0.86215
1.87258	0.97302
1.87572	1.01768
1.87886	0.91233
1.88200	1.06966
1.88514	1.00798
1.88829	0.92818
1.89143	0.85543
1.89457	0.84078
1.89771	0.84980
1.90085	0.86131
1.90400	1.05565
1.90714	1.02140
1.91028	0.75352
1.91342	0.95153
1.91656	0.90983
1.91971	0.91264
1.92285	0.95492
1.92599	0.92194
1.92913	0.99547
1.93227	0.99744
1.93541	0.94659
1.93856	0.88037
1.94170	0.92849
1.94484	0.95163
1.94798	0.65677
1.95112	0.89669
1.95427	0.96704
1.95741	0.88333
1.96055	0.87519
1.96369	1.01297
1.96683	1.09473
1.96998	0.91229
1.97312	0.93109
1.97626	0.97355
1.97940	0.88613
1.98254	1.03858
1.98569	0.93908
1.98883	0.96441
1.99197	0.84220
1.99511	1.03119
1.99825	0.89490
2.00139	0.89114
2.00454	0.97022
2.00768	0.91554
2.01082	0.87112
2.01396	0.79639
2.01710	0.98870
2.02025	0.95674
2.02339	0.86986
2.02653	0.83440
2.02967	0.94005
2.03281	0.80684
2.03596	0.88743
2.03910	0.91128
2.04224	0.97155
2.04538	1.00962
2.04852	0.92288
2.05167	0.91728
2.05481	0.80092
2.05795	0.81499
2.06109	0.90970
2.06423	0.98734
2.06737	0.95303
2.07052	0.90473
2.07366	0.78316
2.07680	0.84889
2.07994	0.91495
2.08308	0.84073
2.08623	0.88695
2.08937	0.89080
2.09251	1.00953
2.09565	0.93087
2.09879	0.88207
2.10194	0.97958
2.10508	0.85218
2.10822	0.75412
2.11136	0.77320
2.11450	0.70278
2.11765	0.93899
2.12079	0.72432
2.12393	1.00039
2.12707	0.93618
2.13021	0.99235
2.13335	0.88364
2.13650	0.88389
2.13964	0.81540
2.14278	0.98819
2.14592	0.87918
2.14906	0.94665
2.15221	0.82739
2.15535	0.78575
2.15849	0.88312
2.16163	0.74857
2.16477	0.93552
2.16792	0.90563
2.17106	0.76069
2.17420	0.76503
2.17734	0.78621
2.18048	0.72380
2.18363	0.78647
2.18677	0.63964
2.18991	0.84375
2.19305	0.78951
2.19619	0.87725
2.19933	0.79910
2.20248	0.83550
2.20562	0.72182
2.20876	0.81506
2.21190	0.83484
2.21504	0.83216
2.21819	1.00995
2.22133	0.76024
2.22447	0.77928
2.22761	0.83754
2.23075	0.92474
2.23390	0.74806
2.23704	0.76255
2.24018	0.91437
2.24332	0.90717
2.24646	0.67307
2.24961	0.81126
2.25275	0.89408
2.25589	0.91161
2.25903	0.70633
2.26217	0.70008
2.26531	0.78069
2.26846	0.75029
2.27160	0.77278
2.27474	0.87959
2.27788	0.72234
2.28102	0.72535
2.28417	0.66393
2.28731	0.63469
2.29045	0.67131
2.29359	0.73656
2.29673	0.73791
2.29988	0.83509
2.30302	0.80246
2.30616	0.83043
2.30930	0.62903
2.31244	0.74862
2.31559	0.69612
2.31873	0.60969
2.32187	0.70461
2.32501	0.65616
2.32815	0.61824
2.33129	0.75659
2.33444	0.65660
2.33758	0.72860
2.34072	0.69136
2.34386	0.70147
2.34700	0.73831
2.35015	0.71269
2.35329	0.82252
2.35643	0.54401
2.35957	0.69115
2.36271	0.63531
2.36586	0.66192
2.36900	0.69341
2.37214	0.62605
2.37528	0.65417
2.37842	0.81356
2.38157	0.63412
2.38471	0.76863
2.38785	0.53668
2.39099	0.58109
2.39413	0.67887
2.39727	0.73837
2.40042	0.82723
2.40356	0.66166
2.40670	0.52199
2.40984	0.83255
2.41298	0.67456
2.41613	0.69997
2.41927	0.76675
2.42241	0.70643
2.42555	0.67332
2.42869	0.69648
2.43184	0.76809
2.43498	0.49927
2.43812	0.59353
2.44126	0.56598
2.44440	0.77006
2.44755	0.68086
2.45069	0.62781
2.45383	0.61636
2.45697	0.66439
2.46011	0.60314
2.46325	0.63730
2.46640	0.67140
2.46954	0.59053
2.47268	0.60292
2.47582	0.62808
2.47896	0.57849
2.48211	0.72816
2.48525	0.61910
2.48839	0.56202
2.49153	0.45993
2.49467	0.69056
2.49782	0.53482
2.50096	0.51489
2.50410	0.48691
2.50724	0.64328
2.51038	0.53714
2.51353	0.68362
2.51667	0.47932
2.51981	0.64187
2.52295	0.54615
2.52609	0.75292
2.52924	0.67521
2.53238	0.56313
2.53552	0.43936
2.53866	0.71682
2.54180	0.54818
2.54494	0.63337
2.54809	0.63184
2.55123	0.62181
2.55437	0.47014
2.55751	0.56691
2.56065	0.68241
2.56380	0.47847
2.56694	0.65358
2.57008	0.45837
2.57322	0.46525
2.57636	0.56514
2.57951	0.62406
2.58265	0.53394
2.58579	0.69742
2.58893	0.53870
2.59207	0.56940
2.59522	0.43519
2.59836	0.44152
2.60150	0.63116
2.60464	0.43670
2.60778	0.62267
2.61092	0.54298
2.61407	0.53109
2.61721	0.50584
2.62035	0.50649
2.62349	0.49096
2.62663	0.44079
2.62978	0.57371
2.63292	0.50181
2.63606	0.59771
2.63920	0.57674
2.64234	0.43458
2.64549	0.43156
2.64863	0.35712
2.65177	0.47641
2.65491	0.51581
2.65805	0.58971
2.66120	0.39246
2.66434	0.46169
2.66748	0.48033
2.67062	0.41420
2.67376	0.49269
2.67690	0.34001
2.68005	0.41851
2.68319	0.44261
2.68633	0.43866
2.68947	0.40517
2.69261	0.26192
2.69576	0.39081
2.69890	0.53590
2.70204	0.38308
2.70518	0.44410
2.70832	0.57320
2.71147	0.39572
2.71461	0.54648
2.71775	0.41463
2.72089	0.36369
2.72403	0.36605
2.72718	0.42965
2.73032	0.35438
2.73346	0.43659
2.73660	0.27906
2.73974	0.33295
2.74288	0.23484
2.74603	0.48511
2.74917	0.22961
2.75231	0.40369
2.75545	0.50471
2.75859	0.45724
2.76174	0.30811
2.76488	0.54494
2.76802	0.37004
2.77116	0.48945
2.77430	0.34595
2.77745	0.50634
2.78059	0.40408
2.78373	0.41428
2.78687	0.21572
2.79001	0.35750
2.79316	0.26194
2.79630	0.35725
2.79944	0.27594
2.80258	0.48854
2.80572	0.53864
2.80886	0.30037
2.81201	0.47792
2.81515	0.26637
2.81829	0.35850
2.82143	0.30589
2.82457	0.33993
2.82772	0.23194
2.83086	0.41586
2.83400	0.18941
2.83714	0.31484
2.84028	0.21473
2.84343	0.21227
2.84657	0.42706
2.84971	0.24794
2.85285	0.29125
2.85599	0.35874
2.85914	0.39380
2.86228	0.35855
2.86542	0.23582
2.86856	0.16154
2.87170	0.18385
2.87484	0.33522
2.87799	0.16160
2.88113	0.26255
2.88427	0.17836
2.88741	0.38623
2.89055	0.15800
2.89370	0.23620
2.89684	0.21729
2.89998	0.21906
2.90312	0.09282
2.90626	0.20411
2.90941	0.22463
2.91255	0.12524
2.91569	0.16948
2.91883	0.17506
2.92197	0.19225
2.92512	0.32440
2.92826	0.08319
2.93140	0.11845
2.93454	0.20659
2.93768	0.21477
2.94082	0.26437
2.94397	0.24681
2.94711	0.29104
2.95025	0.15372
2.95339	0.28010
2.95653	0.17648
2.95968	0.07098
2.96282	0.23445
2.96596	0.24174
2.96910	0.21461
2.97224	0.13247
2.97539	0.10925
2.97853	0.19853
2.98167	0.13027
2.98481	0.25821
2.98795	0.20482
2.99110	0.11068
2.99424	0.03673
2.99738	0.25634
3.00052	0.06871
3.00366	0.16712
3.00680	-0.01593
3.00995	0.07535
3.01309	-0.02275
3.01623	0.02712
3.01937	0.09823
3.02251	0.12692
3.02566	0.11702
3.02880	0.14828
3.03194	0.00136
3.03508	-0.00072
3.03822	0.14676
3.04137	0.10704
3.04451	0.15587
3.04765	0.08190
3.05079	0.09150
3.05393	0.08823
3.05708	0.12274
3.06022	0.03881
3.06336	0.10427
3.06650	0.01168
3.06964	0.06958
3.07278	0.20391
3.07593	-0.00741
3.07907	0.10164
3.08221	0.18602
3.08535	-0.09923
3.08849	0.01774
3.09164	0.08877
3.09478	-0.07460
3.09792	0.15734
3.10106	-0.08403
3.10420	-0.15261
3.10735	-0.03198
3.11049	-0.08457
3.11363	0.07101
3.11677	0.01727
3.11991	0.00837
3.12306	0.15674
3.12620	0.00308
3.12934	-0.02664
3.13248	-0.00427
3.13562	0.00106
3.13876	-0.03063
3.14191	0.01632
3.14505	-0.04891
3.14819	-0.03567
3.15133	0.05615
3.15447	0.05014
3.15762	-0.05870
3.16076	0.07661
3.16390	0.09167
3.16704	0.03976
3.17018	-0.17470
3.17333	-0.01585
3.17647	-0.03584
3.17961	-0.12488
3.18275	-0.02708
3.18589	-0.09610
3.18904	-0.06558
3.19218	-0.07629
3.19532	0.08613
3.19846	0.02405
3.20160	-0.07901
3.20474	-0.02190
3.20789	-0.12765
3.21103	-0.07981
3.21417	-0.02491
3.21731	-0.06986
3.22045	-0.21118
3.22360	-0.08117
3.22674	-0.19018
3.22988	-0.18474
3.23302	-0.09642
3.23616	-0.08979
3.23931	-0.19906
3.24245	-0.06601
3.24559	-0.27709
3.24873	-0.08797
3.25187	-0.12762
3.25502	-0.03628
3.25816	-0.17044
3.26130	-0.13006
3.26444	-0.31224
3.26758	-0.25542
3.27073	-0.27877
3.27387	0.08121
3.27701	-0.09993
3.28015	0.04525
3.28329	-0.12107
3.28643	-0.13769
3.28958	-0.23638
3.29272	-0.21502
3.29586	-0.17901
3.29900	-0.15529
3.30214	-0.21288
3.30529	-0.13568
3.30843	-0.12985
3.31157	-0.24462
3.31471	-0.26517
3.31785	-0.16637
3.32100	-0.25442
3.32414	-0.21460
3.32728	-0.22501
3.33042	-0.13701
3.33356	-0.06586
3.33671	-0.31897
3.33985	-0.24427
3.34299	-0.20849
3.34613	-0.15659
3.34927	-0.16419
3.35241	-0.09363
3.35556	-0.24574
3.35870	-0.23286
3.36184	-0.21866
3.36498	-0.15289
3.36812	-0.20046
3.37127	-0.28867
3.37441	-0.25900
3.37755	-0.27112
3.38069	-0.32908
3.38383	-0.09236
3.38698	-0.15862
3.39012	-0.20301
3.39326	-0.20870
3.39640	-0.13311
3.39954	-0.13981
3.40269	-0.17478
3.40583	-0.40838
3.40897	-0.33191
3.41211	-0.30809
3.41525	-0.36007
3.41839	-0.14552
3.42154	-0.28510
3.42468	-0.20118
3.42782	-0.32783
3.43096	-0.22713
3.43410	-0.16968
3.43725	-0.33981
3.44039	-0.21524
3.44353	-0.16053
3.44667	-0.32441
3.44981	-0.25734
3.45296	-0.31235
3.45610	-0.39127
3.45924	-0.48405
3.46238	-0.23310
3.46552	-0.30048
3.46867	-0.40495
3.47181	-0.38855
3.47495	-0.25962
3.47809	-0.34691
3.48123	-0.45251
3.48437	-0.38912
3.48752	-0.29978
3.49066	-0.35065
3.49380	-0.39513
3.49694	-0.41431
3.50008	-0.34453
3.50323	-0.26029
3.50637	-0.21494
3.50951	-0.34682
3.51265	-0.44400
3.51579	-0.29717
3.51894	-0.24085
3.52208	-0.43066
3.52522	-0.45462
3.52836	-0.27944
3.53150	-0.33291
3.53465	-0.38911
3.53779	-0.46932
3.54093	-0.37006
3.54407	-0.46212
3.54721	-0.37258
3.55035	-0.34337
3.55350	-0.59837
3.55664	-0.39288
3.55978	-0.47442
3.56292	-0.46724
3.56606	-0.33287
3.56921	-0.44821
3.57235	-0.28431
3.57549	-0.41084
3.57863	-0.57205
3.58177	-0.47279
3.58492	-0.52949
3.58806	-0.43324
3.59120	-0.37138
3.59434	-0.46917
3.59748	-0.45438
3.60063	-0.49275
3.60377	-0.40960
3.60691	-0.27394
3.61005	-0.32692
3.61319	-0.45772
3.61633	-0.51842
3.61948	-0.42448
3.62262	-0.40640
3.62576	-0.55937
3.62890	-0.37480
3.63204	-0.60966
3.63519	-0.50240
3.63833	-0.48154
3.64147	-0.39265
3.64461	-0.55664
3.64775	-0.66857
3.65090	-0.36180
3.65404	-0.50201
3.65718	-0.38535
3.66032	-0.33646
3.66346	-0.40187
3.66661	-0.49041
3.66975	-0.48351
3.67289	-0.51721
3.67603	-0.54421
3.67917	-0.65873
3.68231	-0.47455
3.68546	-0.42201
3.68860	-0.47747
3.69174	-0.67229
3.69488	-0.68075
3.69802	-0.59932
3.70117	-0.45539
3.70431	-0.53301
3.70745	-0.57218
3.71059	-0.41918
3.71373	-0.63850
3.71688	-0.59090
3.72002	-0.54412
3.72316	-0.62282
3.72630	-0.47862
3.72944	-0.74619
3.73259	-0.64487
3.73573	-0.61976
3.73887	-0.68272
3.74201	-0.59538
3.74515	-0.63855
3.74829	-0.48683
3.75144	-0.51231
3.75458	-0.65572
3.75772	-0.45658
3.76086	-0.65149
3.76400	-0.46810
3.76715	-0.61195
3.77029	-0.59422
3.77343	-0.80602
3.77657	-0.64702
3.77971	-0.65112
3.78286	-0.65207
3.78600	-0.52249
3.78914	-0.56933
3.79228	-0.53316
3.79542	-0.68948
3.79857	-0.54277
3.80171	-0.72493
3.80485	-0.65080
3.80799	-0.75805
3.81113	-0.56904
3.81427	-0.74728
3.81742	-0.62204
3.82056	-0.60194
3.82370	-0.72925
3.82684	-0.65529
3.82998	-0.70724
3.83313	-0.49759
3.83627	-0.67099
3.83941	-0.70940
3.84255	-0.60590
3.84569	-0.77905
3.84884	-0.60798
3.85198	-0.49738
3.85512	-0.67497
3.85826	-0.50633
3.86140	-0.64265
3.86455	-0.59570
3.86769	-0.61232
3.87083	-0.73416
3.87397	-0.64780
3.87711	-0.65142
3.88025	-0.60951
3.88340	-0.67982
3.88654	-0.75813
3.88968	-0.82681
3.89282	-0.82421
3.89596	-0.73064
3.89911	-0.65450
3.90225	-0.75405
3.90539	-0.75324
3.90853	-0.65077
3.91167	-0.71669
3.91482	-0.78092
3.91796	-0.64847
3.92110	-0.73490
3.92424	-0.65049
3.92738	-0.62858
3.93053	-0.85949
3.93367	-0.71760
3.93681	-0.73656
3.93995	-0.69924
3.94309	-0.73183
3.94623	-0.65369
3.94938	-0.80711
3.95252	-0.77664
3.95566	-0.66940
3.95880	-0.80730
3.96194	-0.81174
3.96509	-0.72365
3.96823	-0.72984
3.97137	-0.73198
3.97451	-0.75053
3.97765	-0.75534
3.98080	-0.82961
3.98394	-0.76544
3.98708	-0.67884
3.99022	-0.82069
3.99336	-0.74510
3.99651	-0.81772
3.99965	-0.67448
4.00279	-0.66790
4.00593	-0.76207
4.00907	-0.75623
4.01222	-0.67909
4.01536	-0.77576
4.01850	-0.72802
4.02164	-0.72258
4.02478	-0.81777
4.02792	-0.85472
4.03107	-0.83963
4.03421	-0.82310
4.03735	-0.83817
4.04049	-0.77960
4.04363	-0.72221
4.04678	-0.82554
4.04992	-0.74645
4.05306	-0.68384
4.05620	-0.82473
4.05934	-0.88018
4.06249	-0.84021
4.06563	-0.88670
4.06877	-0.98904
4.07191	-0.81504
4.07505	-0.69013
4.07820	-0.69369
4.08134	-0.70382
4.08448	-0.80654
4.08762	-0.66267
4.09076	-0.79485
4.09390	-0.76275
4.09705	-0.71465
4.10019	-0.87554
4.10333	-0.91079
4.10647	-0.81883
4.10961	-0.81202
4.11276	-0.85748
4.11590	-0.79442
4.11904	-0.88426
4.12218	-0.91935
4.12532	-0.65624
4.12847	-0.88247
4.13161	-0.96596
4.13475	-0.83174
4.13789	-0.75391
4.14103	-0.96341
4.14418	-0.89398
4.14732	-0.97151
4.15046	-0.99699
4.15360	-0.98922
4.15674	-0.88376
4.15988	-0.96751
4.16303	-0.86023
4.16617	-0.85544
4.16931	-0.82144
4.17245	-0.89240
4.17559	-0.92152
4.17874	-0.84521
4.18188	-0.88007
4.18502	-1.04603
4.18816	-0.89936
4.19130	-0.95900
4.19445	-1.01769
4.19759	-0.91384
4.20073	-0.90992
4.20387	-0.96568
4.20701	-0.68946
4.21016	-0.83481
4.21330	-0.94434
4.21644	-0.83034
4.21958	-0.76718
4.22272	-0.83236
4.22586	-0.91331
4.22901	-0.91564
4.23215	-0.96679
4.23529	-0.97724
4.23843	-0.82779
4.24157	-0.81176
4.24472	-0.73452
4.24786	-0.99219
4.25100	-0.88733
4.25414	-0.93684
4.25728	-0.92492
4.26043	-0.92012
4.26357	-0.88312
4.26671	-0.82255
4.26985	-0.81112
